CUIT,Nombre_Empresa,Tipo_Sociedad,Sector,Provincia,Año_Fundación,Empleados,Periodo_Fiscal,Ingresos,Gastos,Margen,Deuda,Activos,Prestamos_Solicitados,Prestamos_Aprobados,Prestamos_Cancelados,Prestamos_Vigentes,Ticket_Promedio_Solicitado,Ticket_Promedio_Aprobado,Monto_Solicitado,Monto_Aprobado,Tiempo_Cancelacion_Prestamo,Trimestre_Dias_Actividad,Trimestre_Dias_Inactividad,Promedio_Login_Dia,Total_Login_Dia,Transferencias,Pagos,Creditos,Inversiones,Servicios_Utilizados,Churn,Churn_Date,Telefono,Direccion
20277765900,Gonzalez Industrial,S.A.,Industria,Córdoba,1992,70,2025-Q3,71076621.82,50906028.21,20170593.61,21212462.15,107034687.39,2,1,0,1,5589676.62,3694557.35,11179353.24,3694557.35,60,53,37,1.0,53,1,1,0,0,2,0,,+54113133244,Boulevard Corrientes 1041
20277765900,Gonzalez Industrial,S.A.,Industria,Córdoba,1992,70,2025-Q4,69895979.12,46006367.75,23889611.37,19062570.45,94286267.38,2,1,1,0,3174468.23,3487208.36,6348936.46,3487208.36,90,4,86,9.0,36,1,0,1,1,3,0,,+54113133244,Boulevard Corrientes 1041
33980133201,HEX RES S.A.,S.R.L.,Restaurantes,Buenos Aires,2009,72,2022-Q1,69833520.68,68977263.37,856257.31,22246395.72,115765953.23,3,2,2,0,5764915.67,3607851.17,17294747.0,7215702.33,30,74,16,7.0,518,1,1,1,0,3,0,,+543513416528,Boulevard Alem 797
33980133201,HEX RES S.A.,S.R.L.,Restaurantes,Buenos Aires,2009,72,2022-Q2,68543194.38,69293549.38,-750355.0,29630047.53,112801970.62,5,4,3,1,5861724.13,3883168.55,29308620.65,15532674.2,90,46,44,6.0,276,1,1,1,0,3,0,,+543513416528,Boulevard Alem 797
33980133201,HEX RES S.A.,S.R.L.,Restaurantes,Buenos Aires,2009,72,2022-Q3,78731487.83,61346862.81,17384625.02,22980666.29,111471060.94,5,4,3,1,6785654.94,6162422.96,33928274.68,24649691.86,60,1,89,1.0,1,0,1,0,1,2,0,,+543513416528,Boulevard Alem 797
33980133201,HEX RES S.A.,S.R.L.,Restaurantes,Buenos Aires,2009,72,2022-Q4,69061928.29,61222571.98,7839356.31,30158646.35,106093306.43,3,2,2,0,6657324.0,4477483.97,19971972.01,8954967.93,30,86,4,6.0,516,0,0,1,1,2,0,,+543513416528,Boulevard Alem 797
33980133201,HEX RES S.A.,S.R.L.,Restaurantes,Buenos Aires,2009,72,2023-Q1,81829436.18,60763824.39,21065611.79,25385178.93,107214615.11,4,2,0,2,6138762.27,4536777.2,24555049.08,9073554.39,30,9,81,4.0,36,1,0,1,1,3,0,,+543513416528,Boulevard Alem 797
33980133201,HEX RES S.A.,S.R.L.,Restaurantes,Buenos Aires,2009,72,2023-Q2,73876250.65,64167010.79,9709239.86,22442974.66,108869341.92,3,1,0,1,5413616.83,4531556.41,16240850.48,4531556.41,30,21,69,1.0,21,1,0,1,1,3,0,,+543513416528,Boulevard Alem 797
33980133201,HEX RES S.A.,S.R.L.,Restaurantes,Buenos Aires,2009,72,2023-Q3,77495336.02,62956960.73,14538375.29,28209535.54,108031435.12,4,2,1,1,11195347.45,9587355.47,44781389.81,19174710.94,60,73,17,8.0,584,1,1,0,1,3,0,,+543513416528,Boulevard Alem 797
33980133201,HEX RES S.A.,S.R.L.,Restaurantes,Buenos Aires,2009,72,2023-Q4,75507610.23,69279256.03,6228354.2,23422840.03,114198571.59,2,0,0,0,7331170.47,7485100.17,14662340.95,0.0,60,74,16,1.0,74,0,0,1,0,1,0,,+543513416528,Boulevard Alem 797
33980133201,HEX RES S.A.,S.R.L.,Restaurantes,Buenos Aires,2009,72,2024-Q1,72403518.92,68531834.26,3871684.66,20389111.82,113980141.27,4,2,2,0,7790369.96,7014606.51,31161479.86,14029213.02,90,11,79,6.0,66,0,1,1,0,2,0,,+543513416528,Boulevard Alem 797
33980133201,HEX RES S.A.,S.R.L.,Restaurantes,Buenos Aires,2009,72,2024-Q2,72359422.18,67812521.3,4546900.88,27379412.64,104580204.65,5,3,1,2,7581612.24,6539475.3,37908061.22,19618425.9,30,43,47,2.0,86,1,0,0,1,2,0,,+543513416528,Boulevard Alem 797
33980133201,HEX RES S.A.,S.R.L.,Restaurantes,Buenos Aires,2009,72,2024-Q3,76044471.7,69791664.73,6252806.97,30262829.21,106307300.91,3,1,0,1,8910091.15,8711085.04,26730273.46,8711085.04,30,40,50,5.0,200,0,1,0,0,1,0,,+543513416528,Boulevard Alem 797
33980133201,HEX RES S.A.,S.R.L.,Restaurantes,Buenos Aires,2009,72,2024-Q4,68353941.6,61867264.63,6486676.97,23196233.66,106770209.18,1,0,0,0,1211479.39,1000000.0,1211479.39,0.0,30,22,68,9.0,198,1,1,1,1,4,0,,+543513416528,Boulevard Alem 797
33980133201,HEX RES S.A.,S.R.L.,Restaurantes,Buenos Aires,2009,72,2025-Q1,79156863.07,59583035.06,19573828.01,23950689.39,107825671.0,3,1,1,0,7113066.89,7001489.86,21339200.66,7001489.86,90,63,27,9.0,567,0,1,0,1,2,0,,+543513416528,Boulevard Alem 797
33980133201,HEX RES S.A.,S.R.L.,Restaurantes,Buenos Aires,2009,72,2025-Q2,80470973.63,63275609.23,17195364.4,25288674.37,107652012.72,3,1,0,1,6668590.26,6104535.02,20005770.77,6104535.02,60,16,74,1.0,16,0,0,0,0,0,0,,+543513416528,Boulevard Alem 797
33980133201,HEX RES S.A.,S.R.L.,Restaurantes,Buenos Aires,2009,72,2025-Q3,74423672.35,62843508.87,11580163.48,26297261.72,100720934.08,0,0,0,0,4200610.43,3851476.21,0.0,0.0,0,65,25,10.0,650,1,1,1,0,3,0,,+543513416528,Boulevard Alem 797
33980133201,HEX RES S.A.,S.R.L.,Restaurantes,Buenos Aires,2009,72,2025-Q4,81268927.61,68244297.14,13024630.47,29988464.53,113013721.84,2,0,0,0,9994593.06,8196009.57,19989186.12,0.0,90,59,31,6.0,354,1,1,0,1,3,0,,+543513416528,Boulevard Alem 797
20335972393,Perez Construcciones,S.A.,Construcción,Corrientes,2012,485,2022-Q1,51415587.54,36015456.95,15400130.59,7088581.29,72958184.91,4,2,0,2,8548894.43,7503628.42,34195577.74,15007256.84,90,49,41,9.0,441,0,1,0,1,2,1,2022-03-31,+542992733896,Calle Corrientes 3978
20335972393,Perez Construcciones,S.A.,Construcción,Corrientes,2012,485,2022-Q2,50210005.96,29864598.37,20345407.59,6065711.96,68927825.39,4,3,2,1,4386802.19,4253951.11,17547208.77,12761853.32,60,73,17,4.0,292,0,1,0,0,1,0,,+542992733896,Calle Corrientes 3978
20335972393,Perez Construcciones,S.A.,Construcción,Corrientes,2012,485,2022-Q3,46415923.3,32923679.64,13492243.66,7699137.41,60328027.51,3,1,1,0,8725285.28,6271989.68,26175855.84,6271989.68,90,38,52,9.0,342,1,0,1,1,3,0,,+542992733896,Calle Corrientes 3978
20335972393,Perez Construcciones,S.A.,Construcción,Corrientes,2012,485,2022-Q4,52452415.98,32150987.64,20301428.34,6541767.11,71741405.39,5,2,0,2,7049014.75,6758733.32,35245073.75,13517466.64,60,73,17,6.0,438,1,1,0,1,3,0,,+542992733896,Calle Corrientes 3978
20335972393,Perez Construcciones,S.A.,Construcción,Corrientes,2012,485,2023-Q1,52293231.14,36094505.01,16198726.13,7766986.11,67861101.58,2,1,0,1,9695650.03,6468777.3,19391300.05,6468777.3,90,10,80,4.0,40,0,0,0,0,0,1,2023-03-31,+542992733896,Calle Corrientes 3978
20335972393,Perez Construcciones,S.A.,Construcción,Corrientes,2012,485,2023-Q2,51040305.09,33710957.93,17329347.16,6738660.43,65532596.52,5,4,4,0,4195153.81,3113938.65,20975769.05,12455754.62,60,81,9,4.0,324,0,1,0,1,2,0,,+542992733896,Calle Corrientes 3978
20335972393,Perez Construcciones,S.A.,Construcción,Corrientes,2012,485,2023-Q3,54018652.7,33423417.62,20595235.08,7630556.62,63921066.16,5,2,0,2,6698701.25,6947606.11,33493506.23,13895212.22,30,1,89,3.0,3,0,1,0,1,2,0,,+542992733896,Calle Corrientes 3978
20335972393,Perez Construcciones,S.A.,Construcción,Corrientes,2012,485,2023-Q4,50886835.7,32671747.05,18215088.65,8611933.21,68918393.8,1,0,0,0,5129185.05,3552420.6,5129185.05,0.0,90,16,74,6.0,96,0,0,0,1,1,0,,+542992733896,Calle Corrientes 3978
20335972393,Perez Construcciones,S.A.,Construcción,Corrientes,2012,485,2024-Q1,51652920.53,32387559.47,19265361.06,5854520.18,72716552.79,4,1,0,1,1359287.98,1000000.0,5437151.9,1000000.0,90,41,49,3.0,123,1,1,0,0,2,0,,+542992733896,Calle Corrientes 3978
20335972393,Perez Construcciones,S.A.,Construcción,Corrientes,2012,485,2024-Q2,50331618.22,29942268.4,20389349.82,7759246.72,62690923.64,0,0,0,0,5556927.77,4491691.48,0.0,0.0,0,14,76,1.0,14,0,0,0,1,1,1,2024-06-30,+542992733896,Calle Corrientes 3978
20335972393,Perez Construcciones,S.A.,Construcción,Corrientes,2012,485,2024-Q3,51605884.2,32758705.46,18847178.74,6709332.94,65678371.9,3,2,2,0,5807642.13,4421039.81,17422926.38,8842079.62,60,22,68,10.0,220,0,1,1,0,2,0,,+542992733896,Calle Corrientes 3978
20335972393,Perez Construcciones,S.A.,Construcción,Corrientes,2012,485,2024-Q4,55956556.53,29863750.22,26092806.31,7076492.18,69410656.78,1,0,0,0,7097477.64,4748941.35,7097477.64,0.0,30,83,7,1.0,83,0,1,0,1,2,0,,+542992733896,Calle Corrientes 3978
20335972393,Perez Construcciones,S.A.,Construcción,Corrientes,2012,485,2025-Q1,52759784.65,31131353.83,21628430.82,7388342.63,67794276.07,0,0,0,0,6198069.64,6363463.45,0.0,0.0,0,48,42,7.0,336,0,0,1,1,2,0,,+542992733896,Calle Corrientes 3978
20335972393,Perez Construcciones,S.A.,Construcción,Corrientes,2012,485,2025-Q2,48989571.11,35577231.14,13412339.97,7058340.11,67970468.79,5,2,2,0,4158299.2,3156978.92,20791496.02,6313957.84,60,72,18,2.0,144,1,0,0,1,2,0,,+542992733896,Calle Corrientes 3978
20335972393,Perez Construcciones,S.A.,Construcción,Corrientes,2012,485,2025-Q3,47174408.29,29740748.24,17433660.05,6747823.04,60187208.07,2,0,0,0,3440318.08,3282220.39,6880636.17,0.0,30,67,23,9.0,603,0,0,1,0,1,0,,+542992733896,Calle Corrientes 3978
20335972393,Perez Construcciones,S.A.,Construcción,Corrientes,2012,485,2025-Q4,47850479.13,34095403.37,13755075.76,6248785.23,66690128.43,3,2,0,2,5840540.87,6404400.07,17521622.62,12808800.14,30,53,37,6.0,318,0,0,1,1,2,0,,+542992733896,Calle Corrientes 3978
30670236639,AgroSur S.A.,S.R.L.,Agricultura,CABA,2007,95,2022-Q1,48109489.23,31706103.73,16403385.5,26073652.22,77731699.58,1,0,0,0,6077826.41,5502773.27,6077826.41,0.0,30,50,40,6.0,300,0,1,1,1,3,0,,+543817605219,Pasaje Borges 7903
30670236639,AgroSur S.A.,S.R.L.,Agricultura,CABA,2007,95,2022-Q2,47407868.19,38479772.67,8928095.52,24301318.38,82386165.87,4,1,0,1,6505769.63,5230513.32,26023078.52,5230513.32,90,85,5,1.0,85,1,1,1,0,3,0,,+543817605219,Pasaje Borges 7903
30670236639,AgroSur S.A.,S.R.L.,Agricultura,CABA,2007,95,2022-Q3,41916930.07,38326318.29,3590611.78,21882201.9,77210256.99,5,4,4,0,3675840.97,3068961.26,18379204.87,12275845.05,90,67,23,7.0,469,1,1,0,0,2,0,,+543817605219,Pasaje Borges 7903
30670236639,AgroSur S.A.,S.R.L.,Agricultura,CABA,2007,95,2022-Q4,47161865.99,37073069.95,10088796.04,25814695.47,75650673.09,3,2,2,0,4211307.91,2737060.56,12633923.72,5474121.13,90,1,89,3.0,3,0,1,0,0,1,0,,+543817605219,Pasaje Borges 7903
30670236639,AgroSur S.A.,S.R.L.,Agricultura,CABA,2007,95,2023-Q1,43970419.59,36626424.18,7343995.41,29005326.03,80415417.53,3,2,0,2,7702571.15,6197257.58,23107713.45,12394515.17,30,55,35,6.0,330,1,1,0,0,2,0,,+543817605219,Pasaje Borges 7903
30670236639,AgroSur S.A.,S.R.L.,Agricultura,CABA,2007,95,2023-Q2,44123345.04,32498715.17,11624629.87,21725800.38,85178804.8,1,0,0,0,7333145.34,5293052.37,7333145.34,0.0,30,9,81,5.0,45,1,1,1,0,3,0,,+543817605219,Pasaje Borges 7903
30670236639,AgroSur S.A.,S.R.L.,Agricultura,CABA,2007,95,2023-Q3,42245025.84,35241873.64,7003152.2,24794966.87,78194337.6,1,0,0,0,3984214.1,4301621.19,3984214.1,0.0,30,59,31,7.0,413,0,1,0,0,1,0,,+543817605219,Pasaje Borges 7903
30670236639,AgroSur S.A.,S.R.L.,Agricultura,CABA,2007,95,2023-Q4,47465399.62,37730963.43,9734436.19,29146665.28,90107706.74,1,0,0,0,3656056.81,2324927.0,3656056.81,0.0,60,13,77,10.0,130,0,0,1,0,1,0,,+543817605219,Pasaje Borges 7903
30670236639,AgroSur S.A.,S.R.L.,Agricultura,CABA,2007,95,2024-Q1,46130662.69,35384694.11,10745968.58,21750308.12,78092732.71,0,0,0,0,8098679.22,7224944.55,0.0,0.0,0,48,42,8.0,384,1,0,1,0,2,0,,+543817605219,Pasaje Borges 7903
30670236639,AgroSur S.A.,S.R.L.,Agricultura,CABA,2007,95,2024-Q2,47422227.66,36998634.53,10423593.13,22167193.08,89400757.39,2,1,0,1,3445967.11,2523378.01,6891934.22,2523378.01,30,77,13,7.0,539,0,1,0,0,1,0,,+543817605219,Pasaje Borges 7903
30670236639,AgroSur S.A.,S.R.L.,Agricultura,CABA,2007,95,2024-Q3,46973522.97,37552886.81,9420636.16,28874783.2,79506749.19,2,1,1,0,2238403.14,1523517.69,4476806.29,1523517.69,30,4,86,10.0,40,0,1,0,1,2,0,,+543817605219,Pasaje Borges 7903
30670236639,AgroSur S.A.,S.R.L.,Agricultura,CABA,2007,95,2024-Q4,44993359.52,35296142.38,9697217.14,25479539.72,81071492.6,2,0,0,0,6896648.13,5800187.15,13793296.26,0.0,30,76,14,10.0,760,0,0,0,1,1,0,,+543817605219,Pasaje Borges 7903
30670236639,AgroSur S.A.,S.R.L.,Agricultura,CABA,2007,95,2025-Q1,42852844.28,31789569.89,11063274.39,21284647.11,88995110.22,0,0,0,0,8400612.52,6722385.38,0.0,0.0,0,29,61,6.0,174,1,1,0,1,3,0,,+543817605219,Pasaje Borges 7903
30670236639,AgroSur S.A.,S.R.L.,Agricultura,CABA,2007,95,2025-Q2,47256337.43,34868171.72,12388165.71,21625407.97,89057828.32,5,2,1,1,8741081.98,8716856.2,43705409.89,17433712.4,30,60,30,7.0,420,0,1,1,1,3,0,,+543817605219,Pasaje Borges 7903
30670236639,AgroSur S.A.,S.R.L.,Agricultura,CABA,2007,95,2025-Q3,48898698.69,34652245.99,14246452.7,26508594.58,75407293.27,3,1,1,0,4515615.81,3744037.15,13546847.44,3744037.15,90,12,78,5.0,60,0,1,1,0,2,0,,+543817605219,Pasaje Borges 7903
30670236639,AgroSur S.A.,S.R.L.,Agricultura,CABA,2007,95,2025-Q4,43447620.9,36674617.39,6773003.51,24721466.31,84774466.66,2,1,0,1,6926739.61,5342987.85,13853479.22,5342987.85,60,51,39,2.0,102,0,1,1,1,3,1,2025-12-31,+543817605219,Pasaje Borges 7903
20290467969,Diaz Agropecuaria,S.A.S.,Agricultura,Córdoba,2019,374,2022-Q1,78538480.4,53280570.12,25257910.28,16619581.61,99642717.86,4,2,0,2,6242355.9,6576591.38,24969423.59,13153182.76,90,30,60,5.0,150,0,1,0,0,1,0,,+542216848170,Pasaje Moreno 9555
20290467969,Diaz Agropecuaria,S.A.S.,Agricultura,Córdoba,2019,374,2022-Q2,71221935.4,50647070.22,20574865.18,12694335.0,105014892.3,0,0,0,0,6757685.21,5157961.51,0.0,0.0,0,59,31,9.0,531,0,0,1,1,2,0,,+542216848170,Pasaje Moreno 9555
20290467969,Diaz Agropecuaria,S.A.S.,Agricultura,Córdoba,2019,374,2022-Q3,74506171.17,50686001.82,23820169.35,13807535.21,94267779.83,5,2,0,2,6632095.74,4650831.44,33160478.71,9301662.89,90,87,3,6.0,522,1,1,1,1,4,0,,+542216848170,Pasaje Moreno 9555
20290467969,Diaz Agropecuaria,S.A.S.,Agricultura,Córdoba,2019,374,2022-Q4,68555563.46,56117873.29,12437690.17,14082688.11,111287112.64,3,2,1,1,6970322.23,5576471.93,20910966.68,11152943.86,90,79,11,10.0,790,1,0,0,0,1,0,,+542216848170,Pasaje Moreno 9555
20290467969,Diaz Agropecuaria,S.A.S.,Agricultura,Córdoba,2019,374,2023-Q1,69523086.95,55231788.99,14291297.96,15110343.46,104297773.35,5,2,2,0,4924674.85,5229695.66,24623374.23,10459391.32,30,29,61,9.0,261,1,1,0,1,3,0,,+542216848170,Pasaje Moreno 9555
20290467969,Diaz Agropecuaria,S.A.S.,Agricultura,Córdoba,2019,374,2023-Q2,75872074.85,54531713.8,21340361.05,14907813.78,96331944.38,3,1,1,0,6236695.83,5569248.92,18710087.48,5569248.92,60,37,53,3.0,111,0,1,1,0,2,0,,+542216848170,Pasaje Moreno 9555
20290467969,Diaz Agropecuaria,S.A.S.,Agricultura,Córdoba,2019,374,2023-Q3,64985853.93,52949855.69,12035998.24,16977643.88,108503892.0,5,2,2,0,3770766.07,2997877.04,18853830.37,5995754.07,90,41,49,10.0,410,0,0,1,0,1,0,,+542216848170,Pasaje Moreno 9555
20290467969,Diaz Agropecuaria,S.A.S.,Agricultura,Córdoba,2019,374,2023-Q4,73811538.96,59483784.41,14327754.55,18090124.71,92865264.65,5,4,0,4,6123832.97,6383633.7,30619164.84,25534534.81,30,60,30,5.0,300,0,1,1,1,3,0,,+542216848170,Pasaje Moreno 9555
20290467969,Diaz Agropecuaria,S.A.S.,Agricultura,Córdoba,2019,374,2024-Q1,72838611.1,54752425.53,18086185.57,16301891.24,104714058.58,1,0,0,0,8452585.91,5473890.78,8452585.91,0.0,90,66,24,2.0,132,1,0,0,0,1,0,,+542216848170,Pasaje Moreno 9555
